# 3D Scattering Centers Reconstruction
# Model: rocket
# Reference point: [0.0000, 0.0000, 0.9500] m
# Center angles (deg): 0   30   60   90  120  150  180
# Aperture: 3.0 deg
# Total centers: 210
#
# Columns: x(m)  y(m)  z(m)  amplitude  source_theta(deg)
  0.000000  0.000000  2.900000  5.147507e+00  0.0
  -0.083699  0.000000  2.900000  3.752875e+00  0.0
  0.041849  0.000000  2.900000  4.694507e+00  0.0
  -0.041849  0.000000  2.900000  4.816850e+00  0.0
  0.041849  0.000000  2.900000  4.694507e+00  0.0
  -0.041849  0.000000  2.900000  4.816850e+00  0.0
  0.041849  0.000000  2.900000  4.694507e+00  0.0
  -0.041849  0.000000  2.900000  4.816850e+00  0.0
  0.041849  0.000000  2.900000  4.694507e+00  0.0
  -0.041849  0.000000  2.900000  4.816850e+00  0.0
  0.041849  0.000000  2.900000  4.694507e+00  0.0
  -0.041849  0.000000  2.900000  4.816850e+00  0.0
  0.041849  0.000000  2.900000  4.694507e+00  0.0
  -0.041849  0.000000  2.900000  4.816850e+00  0.0
  0.041849  0.000000  2.900000  4.694507e+00  0.0
  -0.041849  0.000000  2.900000  4.816850e+00  0.0
  0.041849  0.000000  2.900000  4.694507e+00  0.0
  -0.041849  0.000000  2.900000  4.816850e+00  0.0
  0.041849  0.000000  2.900000  4.694507e+00  0.0
  -0.041849  0.000000  2.900000  4.816850e+00  0.0
  0.041849  0.000000  2.900000  4.694507e+00  0.0
  -0.041849  0.000000  2.900000  4.816850e+00  0.0
  0.041849  0.000000  2.900000  4.694507e+00  0.0
  -0.041849  0.000000  2.900000  4.816850e+00  0.0
  0.041849  0.000000  2.900000  4.694507e+00  0.0
  -0.041849  0.000000  2.900000  4.816850e+00  0.0
  0.000000  0.000000  2.912500  4.564522e+00  0.0
  0.083699  0.000000  2.912500  3.131646e+00  0.0
  -0.041849  0.000000  2.912500  4.269021e+00  0.0
  0.041849  0.000000  2.912500  4.165128e+00  0.0
  1.067864  0.000000  2.327955  9.145075e+00  30.0
  1.150718  0.000000  2.280119  6.518521e+00  30.0
  1.067864  0.000000  2.327955  9.145075e+00  30.0
  1.020187  0.000000  2.341048  7.356611e+00  30.0
  1.115541  0.000000  2.314862  7.840630e+00  30.0
  1.067864  0.000000  2.327955  9.145075e+00  30.0
  1.150718  0.000000  2.280119  6.518521e+00  30.0
  1.067864  0.000000  2.327955  9.145075e+00  30.0
  1.150718  0.000000  2.280119  6.518521e+00  30.0
  1.026437  0.000000  2.351873  8.506692e+00  30.0
  1.109291  0.000000  2.304037  8.381506e+00  30.0
  1.026437  0.000000  2.351873  8.506692e+00  30.0
  1.109291  0.000000  2.304037  8.381506e+00  30.0
  1.026437  0.000000  2.351873  8.506692e+00  30.0
  1.109291  0.000000  2.304037  8.381506e+00  30.0
  1.026437  0.000000  2.351873  8.506692e+00  30.0
  1.571241  0.000000  2.051764  6.287211e+00  30.0
  1.109291  0.000000  2.304037  8.381506e+00  30.0
  1.026437  0.000000  2.351873  8.506692e+00  30.0
  1.109291  0.000000  2.304037  8.381506e+00  30.0
  1.192146  0.000000  2.256201  4.245728e+00  30.0
