# 3D Scattering Centers Reconstruction
# Model: aim-7
# Reference point: [0.0532, 0.0000, 0.0000] m
# Center angles (deg): 30   60   90  120  150
# Aperture: 10.0 deg
# Total centers: 150
#
# Columns: x(m)  y(m)  z(m)  amplitude  source_theta(deg)
  1.310598  0.000000  0.086019  1.678655e-03  120.0
  1.317315  0.000000  0.172358  1.703094e-03  120.0
  1.289032  0.000000  0.098470  1.630178e-03  120.0
  1.299815  0.000000  0.092244  1.794938e-03  120.0
  1.328098  0.000000  0.166133  1.969803e-03  120.0
  1.271533  0.000000  0.018356  1.824049e-03  120.0
  1.282316  0.000000  0.012130  1.796442e-03  120.0
  1.260750  0.000000  0.024581  1.684463e-03  120.0
  1.289032  0.000000  0.098470  1.734549e-03  120.0
  1.299815  0.000000  0.092244  1.624239e-03  120.0
  1.271533  0.000000  0.018356  1.636109e-03  120.0
  1.243251  0.000000  -0.055533  1.846317e-03  120.0
  1.254034  0.000000  -0.061759  1.541671e-03  120.0
  1.317315  0.000000  0.172358  1.516684e-03  120.0
  -0.318341  0.000000  -0.919022  1.066055e-03  150.0
  -0.256904  0.000000  -0.869173  1.290788e-03  150.0
  -0.379779  0.000000  -0.968870  1.218546e-03  150.0
  -0.195466  0.000000  -0.819325  1.206158e-03  150.0
  -0.318341  0.000000  -0.919022  1.054661e-03  150.0
  -0.256904  0.000000  -0.869173  1.109180e-03  150.0
  -0.189241  0.000000  -0.830108  1.003464e-03  150.0
  -0.127803  0.000000  -0.780260  1.144063e-03  150.0
  -0.250678  0.000000  -0.879956  1.131231e-03  150.0
  -0.312116  0.000000  -0.929805  1.118966e-03  150.0
  -0.373553  0.000000  -0.979653  1.051431e-03  150.0
  -0.189241  0.000000  -0.830108  1.011841e-03  150.0
  -0.250678  0.000000  -0.879956  1.010111e-03  150.0
  -0.312116  0.000000  -0.929805  9.800970e-04  150.0
  -0.134029  0.000000  -0.769477  9.084052e-04  150.0
  -0.195466  0.000000  -0.819325  1.047804e-03  150.0
  -0.256904  0.000000  -0.869173  9.385050e-04  150.0
  -0.318341  0.000000  -0.919022  9.080581e-04  150.0
  1.034921  0.000000  -0.137715  8.764795e-04  150.0
  -0.379779  0.000000  -0.968870  8.853125e-04  150.0
  0.973483  0.000000  -0.187564  8.772907e-04  150.0
  -0.127803  0.000000  -0.780260  8.366515e-04  150.0
  -0.066366  0.000000  -0.730411  1.038933e-03  150.0
  -0.189241  0.000000  -0.830108  9.689348e-04  150.0
  -0.250678  0.000000  -0.879956  9.412201e-04  150.0
  -0.127803  0.000000  -0.780260  8.469761e-04  150.0
  -0.195466  0.000000  -0.819325  8.701114e-04  150.0
  -0.134029  0.000000  -0.769477  9.909757e-04  150.0
  -0.072591  0.000000  -0.719628  9.548132e-04  150.0
  -0.256904  0.000000  -0.869173  8.630339e-04  150.0
