# 3D Scattering Centers Reconstruction
# Model: cone_bin
# Reference point: [0.0000, 0.0000, 0.3750] m
# Center angles (deg): 30   60   90  120  150
# Aperture: 10.0 deg
# Total centers: 150
#
# Columns: x(m)  y(m)  z(m)  amplitude  source_theta(deg)
  0.378824  0.000000  -0.114366  3.311118e-05  120.0
  0.407106  0.000000  -0.040478  2.684485e-05  120.0
  0.446171  0.000000  0.027186  2.898032e-05  120.0
  0.417889  0.000000  -0.046703  2.779248e-05  120.0
  0.513519  0.000000  0.168737  2.735462e-05  120.0
  0.485236  0.000000  0.094849  2.778918e-05  120.0
  0.456954  0.000000  0.020960  3.036399e-05  120.0
  0.350541  0.000000  -0.188255  2.835265e-05  120.0
  0.378824  0.000000  -0.114366  3.020181e-05  120.0
  0.552584  0.000000  0.236400  2.395849e-05  120.0
  0.524302  0.000000  0.162512  2.776044e-05  120.0
  0.496019  0.000000  0.088623  2.573321e-05  120.0
  0.403026  0.000000  -0.010540  9.398876e-05  150.0
  0.341589  0.000000  -0.060388  9.595822e-05  150.0
  0.470689  0.000000  0.028526  9.236775e-05  150.0
  0.409252  0.000000  -0.021323  1.012091e-04  150.0
  0.464464  0.000000  0.039309  7.482759e-05  150.0
  0.403026  0.000000  -0.010540  8.199169e-05  150.0
  0.341589  0.000000  -0.060388  7.355781e-05  150.0
  -0.349948  0.000000  0.043561  6.755615e-05  150.0
  -0.411386  0.000000  -0.006287  7.629287e-05  150.0
  -0.288511  0.000000  0.093409  6.918169e-05  150.0
  0.470689  0.000000  0.028526  6.592986e-05  150.0
  0.532127  0.000000  0.078374  8.091342e-05  150.0
  0.409252  0.000000  -0.021323  7.023477e-05  150.0
  0.347814  0.000000  -0.071171  7.995649e-05  150.0
  0.470689  0.000000  0.028526  6.633678e-05  150.0
  0.403026  0.000000  -0.010540  6.715794e-05  150.0
  0.464464  0.000000  0.039309  6.677679e-05  150.0
  -0.349948  0.000000  0.043561  6.347695e-05  150.0
  -0.417611  0.000000  0.004496  6.323227e-05  150.0
  -0.479049  0.000000  -0.045353  7.613158e-05  150.0
  -0.282285  0.000000  0.082626  6.219319e-05  150.0
  -0.220848  0.000000  0.132475  5.912813e-05  150.0
  0.532127  0.000000  0.078374  5.872903e-05  150.0
  0.470689  0.000000  0.028526  5.733352e-05  150.0
  0.409252  0.000000  -0.021323  7.009473e-05  150.0
  0.341589  0.000000  -0.060388  6.094992e-05  150.0
  0.403026  0.000000  -0.010540  6.622704e-05  150.0
  0.280151  0.000000  -0.110236  6.382421e-05  150.0
  0.538353  0.000000  0.067591  6.126697e-05  150.0
  0.599790  0.000000  0.117439  6.187436e-05  150.0
