# Range Profile Map Data (HRRP 一维距离历程图数据)
# Generated: 20260617201352
# Model: cylinder_feko_small
# Bandwidth: 5.00 GHz | Range res: 0.0300 m
# FFT points: 256 | Zero-pad: 4x | Window: hamming
# Dyn range: -40 ~ 0 dB
# Format: 256 range bins (cols) x 181 angles (rows)
# Range axis (m):
-0.960000 -0.952500 -0.945000 -0.937500 -0.930000 -0.922500 -0.915000 -0.907500 -0.900000 -0.892500 -0.885000 -0.877500 -0.870000 -0.862500 -0.855000 -0.847500 -0.840000 -0.832500 -0.825000 -0.817500 -0.810000 -0.802500 -0.795000 -0.787500 -0.780000 -0.772500 -0.765000 -0.757500 -0.750000 -0.742500 -0.735000 -0.727500 -0.720000 -0.712500 -0.705000 -0.697500 -0.690000 -0.682500 -0.675000 -0.667500 -0.660000 -0.652500 -0.645000 -0.637500 -0.630000 -0.622500 -0.615000 -0.607500 -0.600000 -0.592500 -0.585000 -0.577500 -0.570000 -0.562500 -0.555000 -0.547500 -0.540000 -0.532500 -0.525000 -0.517500 -0.510000 -0.502500 -0.495000 -0.487500 -0.480000 -0.472500 -0.465000 -0.457500 -0.450000 -0.442500 -0.435000 -0.427500 -0.420000 -0.412500 -0.405000 -0.397500 -0.390000 -0.382500 -0.375000 -0.367500 -0.360000 -0.352500 -0.345000 -0.337500 -0.330000 -0.322500 -0.315000 -0.307500 -0.300000 -0.292500 -0.285000 -0.277500 -0.270000 -0.262500 -0.255000 -0.247500 -0.240000 -0.232500 -0.225000 -0.217500 -0.210000 -0.202500 -0.195000 -0.187500 -0.180000 -0.172500 -0.165000 -0.157500 -0.150000 -0.142500 -0.135000 -0.127500 -0.120000 -0.112500 -0.105000 -0.097500 -0.090000 -0.082500 -0.075000 -0.067500 -0.060000 -0.052500 -0.045000 -0.037500 -0.030000 -0.022500 -0.015000 -0.007500 0.000000 0.007500 0.015000 0.022500 0.030000 0.037500 0.045000 0.052500 0.060000 0.067500 0.075000 0.082500 0.090000 0.097500 0.105000 0.112500 0.120000 0.127500 0.135000 0.142500 0.150000 0.157500 0.165000 0.172500 0.180000 0.187500 0.195000 0.202500 0.210000 0.217500 0.225000 0.232500 0.240000 0.247500 0.255000 0.262500 0.270000 0.277500 0.285000 0.292500 0.300000 0.307500 0.315000 0.322500 0.330000 0.337500 0.345000 0.352500 0.360000 0.367500 0.375000 0.382500 0.390000 0.397500 0.405000 0.412500 0.420000 0.427500 0.435000 0.442500 0.450000 0.457500 0.465000 0.472500 0.480000 0.487500 0.495000 0.502500 0.510000 0.517500 0.525000 0.532500 0.540000 0.547500 0.555000 0.562500 0.570000 0.577500 0.585000 0.592500 0.600000 0.607500 0.615000 0.622500 0.630000 0.637500 0.645000 0.652500 0.660000 0.667500 0.675000 0.682500 0.690000 0.697500 0.705000 0.712500 0.720000 0.727500 0.735000 0.742500 0.750000 0.757500 0.765000 0.772500 0.780000 0.787500 0.795000 0.802500 0.810000 0.817500 0.825000 0.832500 0.840000 0.847500 0.855000 0.862500 0.870000 0.877500 0.885000 0.892500 0.900000 0.907500 0.915000 0.922500 0.930000 0.937500 0.945000 0.952500 
# Angle axis:
0.000 1.000 2.000 3.000 4.000 5.000 6.000 7.000 8.000 9.000 10.000 11.000 12.000 13.000 14.000 15.000 16.000 17.000 18.000 19.000 20.000 21.000 22.000 23.000 24.000 25.000 26.000 27.000 28.000 29.000 30.000 31.000 32.000 33.000 34.000 35.000 36.000 37.000 38.000 39.000 40.000 41.000 42.000 43.000 44.000 45.000 46.000 47.000 48.000 49.000 50.000 51.000 52.000 53.000 54.000 55.000 56.000 57.000 58.000 59.000 60.000 61.000 62.000 63.000 64.000 65.000 66.000 67.000 68.000 69.000 70.000 71.000 72.000 73.000 74.000 75.000 76.000 77.000 78.000 79.000 80.000 81.000 82.000 83.000 84.000 85.000 86.000 87.000 88.000 89.000 90.000 91.000 92.000 93.000 94.000 95.000 96.000 97.000 98.000 99.000 100.000 101.000 102.000 103.000 104.000 105.000 106.000 107.000 108.000 109.000 110.000 111.000 112.000 113.000 114.000 115.000 116.000 117.000 118.000 119.000 120.000 121.000 122.000 123.000 124.000 125.000 126.000 127.000 128.000 129.000 130.000 131.000 132.000 133.000 134.000 135.000 136.000 137.000 138.000 139.000 140.000 141.000 142.000 143.000 144.000 145.000 146.000 147.000 148.000 149.000 150.000 151.000 152.000 153.000 154.000 155.000 156.000 157.000 158.000 159.000 160.000 161.000 162.000 163.000 164.000 165.000 166.000 167.000 168.000 169.000 170.000 171.000 172.000 173.000 174.000 175.000 176.000 177.000 178.000 179.000 180.000 
# HRRP Data (dB), rows=angles, cols=range:
-54.2443 -67.4967 -57.4122 -52.6500 -54.1953 -67.4126 -57.3662 -52.5909 -54.1255 -67.3073 -57.2995 -52.5110 -54.0347 -67.1805 -57.2119 -52.4098 -53.9224 -67.0314 -57.1030 -52.2869 -53.7882 -66.8594 -56.9723 -52.1418 -53.6313 -66.6635 -56.8191 -51.9738 -53.4510 -66.4427 -56.6428 -51.7820 -53.2464 -66.1958 -56.4425 -51.5653 -53.0163 -65.9213 -56.2172 -51.3228 -52.7596 -65.6176 -55.9657 -51.0530 -52.4748 -65.2827 -55.6867 -50.7544 -52.1600 -64.9143 -55.3785 -50.4251 -51.8134 -64.5096 -55.0395 -50.0631 -51.4325 -64.0655 -54.6674 -49.6659 -51.0147 -63.5780 -54.2601 -49.2308 -50.5568 -63.0425 -53.8150 -48.7546 -50.0552 -62.4535 -53.3292 -48.2338 -49.5057 -61.8043 -52.7998 -47.6643 -48.9035 -61.0864 -52.2243 -47.0422 -48.2436 -60.2898 -51.6009 -46.3639 -47.5212 -59.4019 -50.9311 -45.6279 -46.7328 -58.4074 -50.2231 -44.8388 -45.8808 -57.2886 -49.5045 -44.0181 -44.9846 -56.0280 -48.8562 -43.2391 -44.1188 -54.6215 -48.5412 -42.7598 -43.5682 -53.1410 -49.7168 -43.8129 -44.8574 -52.1365 -71.7726 -55.5025 -46.9285 -62.0437 -30.4527 -19.9808 -13.0729 -8.1281 -4.5683 -2.1148 -0.6180 0.0000 -0.2310 -1.3221 -3.3275 -6.3599 -10.6283 -16.5393 -25.0458 -39.9847 -48.0611 -49.9497 -61.9813 -57.6977 -47.3777 -43.8338 -46.0258 -63.0159 -45.7505 -42.3046 -44.6538 -62.2709 -46.7787 -42.9506 -45.1928 -61.7206 -47.7104 -43.7629 -45.9271 -61.7625 -48.6677 -44.6139 -46.7064 -62.0927 -49.5684 -45.4289 -47.4607 -62.5293 -50.3960 -46.1867 -48.1676 -62.9969 -51.1506 -46.8836 -48.8213 -63.4623 -51.8374 -47.5216 -49.4224 -63.9102 -52.4625 -48.1050 -49.9737 -64.3335 -53.0320 -48.6381 -50.4786 -64.7292 -53.5512 -49.1251 -50.9406 -65.0965 -54.0247 -49.5700 -51.3629 -65.4354 -54.4565 -49.9760 -51.7485 -65.7466 -54.8501 -50.3461 -52.0999 -66.0308 -55.2085 -50.6828 -52.4195 -66.2891 -55.5340 -50.9884 -52.7091 -66.5223 -55.8290 -51.2646 -52.9704 -66.7313 -56.0951 -51.5133 -53.2050 -66.9170 -56.3341 -51.7357 -53.4140 -67.0800 -56.5472 -51.9330 -53.5987 -67.2210 -56.7356 -52.1064 -53.7598 -67.3406 -56.9003 -52.2565 -53.8983 -67.4391 -57.0421 -52.3843 -54.0147 -67.5169 -57.1617 -52.4903 -54.1096 -67.5743 -57.2597 -52.5749 -54.1834 -67.6116 -57.3365 -52.6386 -54.2364 -67.6289 -57.3925 -52.6817 -54.2689 -67.6261 -57.4280 -52.7043 -54.2811 -67.6032 -57.4431 -52.7066 -54.2729 -67.5602 -57.4378 -52.6885 
-54.2438 -67.4417 -57.4327 -52.6583 -54.1948 -67.3581 -57.3866 -52.5993 -54.1251 -67.2534 -57.3199 -52.5193 -54.0344 -67.1271 -57.2323 -52.4182 -53.9222 -66.9786 -57.1234 -52.2954 -53.7880 -66.8071 -56.9926 -52.1503 -53.6312 -66.6118 -56.8394 -51.9823 -53.4509 -66.3916 -56.6631 -51.7904 -53.2464 -66.1453 -56.4628 -51.5738 -53.0164 -65.8714 -56.2375 -51.3313 -52.7598 -65.5684 -55.9860 -51.0615 -52.4750 -65.2342 -55.7069 -50.7629 -52.1604 -64.8665 -55.3987 -50.4337 -51.8138 -64.4626 -55.0596 -50.0717 -51.4330 -64.0192 -54.6875 -49.6746 -51.0153 -63.5326 -54.2802 -49.2395 -50.5575 -62.9981 -53.8350 -48.7634 -50.0560 -62.4102 -53.3492 -48.2425 -49.5066 -61.7621 -52.8198 -47.6731 -48.9046 -61.0455 -52.2442 -47.0510 -48.2448 -60.2503 -51.6209 -46.3728 -47.5225 -59.3640 -50.9510 -45.6369 -46.7343 -58.3714 -50.2430 -44.8478 -45.8825 -57.2547 -49.5245 -44.0272 -44.9865 -55.9965 -48.8766 -43.2483 -44.1207 -54.5926 -48.5626 -42.7691 -43.5698 -53.1143 -49.7426 -43.8226 -44.8563 -52.1058 -71.4438 -55.4963 -46.9594 -61.6112 -30.4408 -19.9783 -13.0731 -8.1292 -4.5696 -2.1159 -0.6187 0.0000 -0.2302 -1.3200 -3.3238 -6.3539 -10.6188 -16.5239 -25.0197 -39.9409 -47.9307 -49.4995 -60.4955 -56.1772 -46.7077 -43.3674 -45.4619 -60.8174 -46.0740 -42.4462 -44.7458 -62.4766 -46.7912 -42.9632 -45.1979 -61.6538 -47.7287 -43.7705 -45.9249 -61.6730 -48.6876 -44.6209 -46.7029 -62.0035 -49.5889 -45.4359 -47.4572 -62.4435 -50.4167 -46.1939 -48.1643 -62.9147 -51.1714 -46.8909 -48.8183 -63.3832 -51.8582 -47.5291 -49.4196 -63.8338 -52.4834 -48.1125 -49.9711 -64.2594 -53.0529 -48.6457 -50.4762 -64.6571 -53.5720 -49.1328 -50.9383 -65.0261 -54.0455 -49.5777 -51.3608 -65.3665 -54.4773 -49.9838 -51.7466 -65.6790 -54.8709 -50.3539 -52.0982 -65.9644 -55.2292 -50.6907 -52.4178 -66.2238 -55.5548 -50.9963 -52.7075 -66.4580 -55.8497 -51.2726 -52.9690 -66.6680 -56.1158 -51.5213 -53.2036 -66.8545 -56.3547 -51.7437 -53.4128 -67.0183 -56.5678 -51.9411 -53.5975 -67.1600 -56.7562 -52.1145 -53.7588 -67.2803 -56.9209 -52.2647 -53.8973 -67.3794 -57.0627 -52.3925 -54.0137 -67.4579 -57.1823 -52.4985 -54.1087 -67.5160 -57.2802 -52.5831 -54.1826 -67.5538 -57.3570 -52.6469 -54.2357 -67.5716 -57.4130 -52.6900 -54.2683 -67.5694 -57.4485 -52.7126 -54.2805 -67.5471 -57.4635 -52.7149 -54.2723 -67.5046 -57.4583 -52.6968 
-54.2444 -67.2534 -57.4754 -52.6795 -54.1955 -67.1714 -57.4294 -52.6205 -54.1259 -67.0684 -57.3626 -52.5406 -54.0353 -66.9437 -57.2750 -52.4395 -53.9232 -66.7969 -57.1660 -52.3167 -53.7892 -66.6271 -57.0353 -52.1717 -53.6325 -66.4335 -56.8821 -52.0037 -53.4524 -66.2151 -56.7057 -51.8120 -53.2480 -65.9707 -56.5054 -51.5954 -53.0182 -65.6988 -56.2800 -51.3530 -52.7617 -65.3978 -56.0285 -51.0833 -52.4771 -65.0657 -55.7494 -50.7847 -52.1626 -64.7003 -55.4411 -50.4555 -51.8163 -64.2988 -55.1020 -50.0936 -51.4357 -63.8580 -54.7299 -49.6966 -51.0182 -63.3742 -54.3225 -49.2616 -50.5606 -62.8428 -53.8773 -48.7855 -50.0594 -62.2582 -53.3914 -48.2648 -49.5102 -61.6138 -52.8619 -47.6954 -48.9085 -60.9015 -52.2863 -47.0735 -48.2491 -60.1111 -51.6629 -46.3954 -47.5271 -59.2304 -50.9930 -45.6596 -46.7393 -58.2444 -50.2850 -44.8707 -45.8879 -57.1356 -49.5666 -44.0502 -44.9922 -55.8870 -48.9192 -43.2715 -44.1267 -54.4951 -48.6069 -42.7926 -43.5750 -53.0312 -49.7957 -43.8467 -44.8546 -52.0296 -70.7265 -55.4805 -47.0402 -59.8525 -30.4029 -19.9697 -13.0726 -8.1316 -4.5729 -2.1188 -0.6204 0.0000 -0.2277 -1.3142 -3.3135 -6.3373 -10.5928 -16.4830 -24.9534 -39.8378 -47.5673 -48.4449 -56.1286 -52.9693 -45.5067 -42.5712 -44.5155 -56.0140 -46.4632 -42.6320 -44.8564 -62.5232 -46.8354 -42.9919 -45.2043 -61.3388 -47.7700 -43.7899 -45.9209 -61.3536 -48.7295 -44.6391 -46.6973 -61.7016 -49.6312 -45.4541 -47.4517 -62.1579 -50.4593 -46.2123 -48.1592 -62.6422 -51.2142 -46.9096 -48.8137 -63.1214 -51.9011 -47.5480 -49.4155 -63.5806 -52.5264 -48.1317 -49.9674 -64.0134 -53.0959 -48.6650 -50.4729 -64.4172 -53.6150 -49.1523 -50.9354 -64.7915 -54.0885 -49.5974 -51.3583 -65.1364 -54.5203 -50.0036 -51.7443 -65.4530 -54.9139 -50.3739 -52.0961 -65.7420 -55.2722 -50.7108 -52.4160 -66.0046 -55.5978 -51.0165 -52.7059 -66.2418 -55.8927 -51.2929 -52.9676 -66.4545 -56.1588 -51.5416 -53.2024 -66.6435 -56.3977 -51.7641 -53.4118 -66.8097 -56.6108 -51.9616 -53.5967 -66.9536 -56.7992 -52.1350 -53.7581 -67.0760 -56.9638 -52.2853 -53.8967 -67.1771 -57.1056 -52.4132 -54.0134 -67.2575 -57.2252 -52.5192 -54.1085 -67.3174 -57.3231 -52.6039 -54.1825 -67.3571 -57.3999 -52.6677 -54.2357 -67.3766 -57.4559 -52.7109 -54.2684 -67.3761 -57.4913 -52.7336 -54.2808 -67.3555 -57.5063 -52.7359 -54.2728 -67.3146 -57.5011 -52.7179 
-54.2397 -66.7475 -57.5295 -52.7131 -54.1910 -66.6694 -57.4834 -52.6541 -54.1216 -66.5703 -57.4166 -52.5743 -54.0312 -66.4497 -57.3288 -52.4733 -53.9194 -66.3069 -57.2198 -52.3506 -53.7856 -66.1412 -57.0889 -52.2057 -53.6291 -65.9519 -56.9356 -52.0378 -53.4493 -65.7378 -56.7591 -51.8461 -53.2451 -65.4979 -56.5586 -51.6296 -53.0156 -65.2307 -56.3332 -51.3873 -52.7594 -64.9347 -56.0815 -51.1176 -52.4750 -64.6078 -55.8022 -50.8192 -52.1608 -64.2479 -55.4938 -50.4901 -51.8148 -63.8523 -55.1545 -50.1283 -51.4345 -63.4180 -54.7822 -49.7313 -51.0174 -62.9411 -54.3746 -49.2965 -50.5602 -62.4173 -53.9291 -48.8205 -50.0594 -61.8412 -53.4429 -48.2999 -49.5107 -61.2063 -52.9132 -47.7307 -48.9095 -60.5047 -52.3372 -47.1090 -48.2507 -59.7268 -51.7134 -46.4310 -47.5294 -58.8607 -51.0431 -45.6954 -46.7422 -57.8922 -50.3346 -44.9067 -45.8916 -56.8050 -49.6158 -44.0865 -44.9967 -55.5842 -48.9681 -43.3081 -44.1317 -54.2295 -48.6569 -42.8295 -43.5792 -52.8182 -49.8552 -43.8849 -44.8484 -51.8862 -69.6794 -55.4220 -47.1639 -56.6146 -30.3220 -19.9494 -13.0693 -8.1347 -4.5779 -2.1236 -0.6235 0.0000 -0.2234 -1.3040 -3.2953 -6.3077 -10.5461 -16.4086 -24.8275 -39.5708 -47.1244 -47.1770 -52.6851 -50.2087 -44.1423 -41.5877 -43.3469 -52.4264 -47.0395 -42.9284 -45.0365 -62.1621 -46.8909 -43.0347 -45.2062 -60.4470 -47.8253 -43.8206 -45.9077 -60.5127 -48.7856 -44.6683 -46.6821 -60.9174 -49.6877 -45.4834 -47.4367 -61.4174 -50.5159 -46.2420 -48.1451 -61.9351 -51.2708 -46.9396 -48.8004 -62.4404 -51.9576 -47.5784 -49.4031 -62.9206 -52.5828 -48.1624 -49.9557 -63.3707 -53.1521 -48.6961 -50.4618 -63.7890 -53.6712 -49.1836 -50.9249 -64.1757 -54.1445 -49.6289 -51.3483 -64.5315 -54.5762 -50.0353 -51.7348 -64.8575 -54.9697 -50.4058 -52.0871 -65.1551 -55.3279 -50.7428 -52.4073 -65.4254 -55.6533 -51.0487 -52.6976 -65.6696 -55.9481 -51.3252 -52.9596 -65.8887 -56.2141 -51.5741 -53.1948 -66.0838 -56.4530 -51.7967 -53.4044 -66.2555 -56.6659 -51.9943 -53.5896 -66.4048 -56.8542 -52.1678 -53.7513 -66.5321 -57.0188 -52.3182 -53.8902 -66.6380 -57.1604 -52.4461 -54.0071 -66.7229 -57.2799 -52.5522 -54.1024 -66.7872 -57.3778 -52.6371 -54.1766 -66.8311 -57.4545 -52.7009 -54.2301 -66.8548 -57.5104 -52.7442 -54.2630 -66.8583 -57.5457 -52.7669 -54.2756 -66.8417 -57.5607 -52.7693 -54.2678 -66.8048 -57.5553 -52.7514 
-54.2189 -65.7528 -57.5595 -52.7528 -54.1705 -65.6812 -57.5131 -52.6940 -54.1015 -65.5885 -57.4460 -52.6143 -54.0114 -65.4744 -57.3580 -52.5134 -53.8999 -65.3382 -57.2486 -52.3908 -53.7664 -65.1793 -57.1175 -52.2459 -53.6103 -64.9970 -56.9638 -52.0781 -53.4308 -64.7901 -56.7871 -51.8865 -53.2271 -64.5577 -56.5862 -51.6702 -52.9979 -64.2983 -56.3604 -51.4279 -52.7421 -64.0105 -56.1083 -51.1584 -52.4582 -63.6923 -55.8286 -50.8600 -52.1445 -63.3418 -55.5198 -50.5311 -51.7989 -62.9562 -55.1800 -50.1694 -51.4192 -62.5327 -54.8071 -49.7726 -51.0026 -62.0677 -54.3989 -49.3379 -50.5460 -61.5570 -53.9528 -48.8621 -50.0459 -60.9955 -53.4658 -48.3416 -49.4979 -60.3772 -52.9352 -47.7726 -48.8975 -59.6946 -52.3582 -47.1510 -48.2396 -58.9389 -51.7331 -46.4733 -47.5193 -58.0993 -51.0613 -45.7379 -46.7334 -57.1632 -50.3510 -44.9494 -45.8840 -56.1171 -49.6299 -44.1295 -44.9905 -54.9508 -48.9794 -43.3514 -44.1266 -53.6730 -48.6651 -42.8732 -43.5738 -52.3818 -49.8637 -43.9300 -44.8306 -51.6530 -68.4801 -55.2791 -47.3148 -52.9316 -30.1658 -19.9050 -13.0569 -8.1348 -4.5830 -2.1294 -0.6275 0.0000 -0.2172 -1.2892 -3.2682 -6.2631 -10.4749 -16.2932 -24.6253 -39.0472 -46.5273 -45.8074 -49.8484 -47.7550 -42.6992 -40.4875 -42.0792 -49.6486 -47.8618 -43.3605 -45.2859 -60.6769 -46.9333 -43.0868 -45.1915 -58.7922 -47.8661 -43.8569 -45.8730 -58.9890 -48.8261 -44.7026 -46.6451 -59.4893 -49.7276 -45.5178 -47.4004 -60.0579 -50.5552 -46.2768 -48.1101 -60.6270 -51.3093 -46.9750 -48.7667 -61.1722 -51.9956 -47.6142 -49.3706 -61.6845 -52.6201 -48.1987 -49.9244 -62.1610 -53.1889 -48.7327 -50.4315 -62.6017 -53.7075 -49.2205 -50.8955 -63.0076 -54.1803 -49.6661 -51.3196 -63.3801 -54.6116 -50.0727 -51.7068 -63.7210 -55.0047 -50.4434 -52.0597 -64.0319 -55.3625 -50.7807 -52.3806 -64.3142 -55.6875 -51.0867 -52.6714 -64.5694 -55.9820 -51.3634 -52.9339 -64.7986 -56.2477 -51.6124 -53.1696 -65.0031 -56.4862 -51.8352 -53.3797 -65.1837 -56.6989 -52.0329 -53.5653 -65.3412 -56.8868 -52.2065 -53.7273 -65.4764 -57.0511 -52.3570 -53.8667 -65.5898 -57.1925 -52.4851 -53.9839 -65.6820 -57.3117 -52.5913 -54.0796 -65.7533 -57.4093 -52.6763 -54.1542 -65.8041 -57.4858 -52.7402 -54.2080 -65.8344 -57.5414 -52.7836 -54.2413 -65.8445 -57.5765 -52.8064 -54.2541 -65.8343 -57.5912 -52.8089 -54.2467 -65.8038 -57.5855 -52.7911 
-54.1665 -64.2352 -57.5064 -52.7891 -54.1187 -64.1707 -57.4594 -52.7303 -54.0501 -64.0854 -57.3917 -52.6507 -53.9605 -63.9786 -57.3031 -52.5499 -53.8494 -63.8500 -57.1931 -52.4274 -53.7164 -63.6989 -57.0612 -52.2827 -53.5608 -63.5245 -56.9069 -52.1150 -53.3819 -63.3260 -56.7295 -51.9235 -53.1786 -63.1022 -56.5279 -51.7072 -52.9500 -62.8519 -56.3012 -51.4651 -52.6948 -62.5737 -56.0483 -51.1957 -52.4115 -62.2658 -55.7677 -50.8974 -52.0984 -61.9262 -55.4579 -50.5686 -51.7535 -61.5525 -55.1170 -50.2070 -51.3746 -61.1420 -54.7430 -49.8104 -50.9588 -60.6912 -54.3334 -49.3758 -50.5031 -60.1964 -53.8858 -48.9001 -50.0039 -59.6528 -53.3971 -48.3798 -49.4570 -59.0550 -52.8645 -47.8110 -48.8578 -58.3962 -52.2851 -47.1895 -48.2013 -57.6686 -51.6573 -46.5120 -47.4826 -56.8631 -50.9819 -45.7768 -46.6984 -55.9698 -50.2673 -44.9885 -45.8511 -54.9795 -49.5403 -44.1687 -44.9598 -53.8897 -48.8816 -43.3907 -44.0983 -52.7267 -48.5546 -42.9127 -43.5466 -51.6311 -49.7289 -43.9710 -44.7913 -51.3033 -67.2825 -55.0006 -47.4652 -49.4485 -29.8870 -19.8160 -13.0246 -8.1263 -4.5849 -2.1349 -0.6320 0.0000 -0.2092 -1.2692 -3.2309 -6.2003 -10.3728 -16.1244 -24.3182 -38.1255 -45.6751 -44.4530 -47.4058 -45.4715 -41.2305 -39.3493 -40.8296 -47.4270 -48.9498 -43.9306 -45.5690 -58.0190 -46.9217 -43.1400 -45.1406 -56.5513 -47.8447 -43.8898 -45.7996 -56.9152 -48.8007 -44.7329 -46.5696 -57.5171 -49.6994 -45.5481 -47.3263 -58.1559 -50.5244 -46.3076 -48.0379 -58.7772 -51.2765 -47.0063 -48.6965 -59.3631 -51.9609 -47.6461 -49.3021 -59.9082 -52.5838 -48.2310 -49.8574 -60.4121 -53.1512 -48.7654 -50.3659 -60.8760 -53.6685 -49.2536 -50.8311 -61.3019 -54.1402 -49.6995 -51.2563 -61.6920 -54.5704 -50.1064 -51.6445 -62.0486 -54.9626 -50.4773 -51.9983 -62.3735 -55.3195 -50.8148 -52.3200 -62.6686 -55.6437 -51.1210 -52.6116 -62.9356 -55.9374 -51.3979 -52.8748 -63.1758 -56.2023 -51.6471 -53.1111 -63.3904 -56.4401 -51.8701 -53.3218 -63.5805 -56.6521 -52.0679 -53.5080 -63.7471 -56.8395 -52.2417 -53.6706 -63.8910 -57.0031 -52.3923 -53.8105 -64.0127 -57.1439 -52.5205 -53.9282 -64.1128 -57.2626 -52.6269 -54.0244 -64.1919 -57.3596 -52.7119 -54.0995 -64.2501 -57.4355 -52.7760 -54.1538 -64.2879 -57.4905 -52.8194 -54.1876 -64.3052 -57.5250 -52.8424 -54.2009 -64.3022 -57.5392 -52.8450 -54.1939 -64.2789 -57.5329 -52.8273 
