# 3D Scattering Centers Reconstruction
# Model: cone_bin
# Reference point: [0.0000, 0.0000, 0.3750] m
# Center angles (deg): 30   60   90  120  150
# Aperture: 30.0 deg
# Total centers: 150
#
# Columns: x(m)  y(m)  z(m)  amplitude  source_theta(deg)
  -0.410218  0.000000  0.352032  4.358159e-05  30.0
  -0.379158  0.000000  0.348533  5.111977e-05  30.0
  -0.441277  0.000000  0.355530  5.033228e-05  30.0
  -0.366848  0.000000  0.312558  4.503372e-05  30.0
  -0.335788  0.000000  0.309060  4.682141e-05  30.0
  -0.416468  0.000000  0.341206  4.683917e-05  30.0
  -0.447527  0.000000  0.344705  4.988053e-05  30.0
  -0.472337  0.000000  0.359029  4.843118e-05  30.0
  -0.441277  0.000000  0.355530  4.468406e-05  30.0
  -0.410218  0.000000  0.352032  4.963531e-05  30.0
  -0.385408  0.000000  0.337708  4.195010e-05  30.0
  -0.416468  0.000000  0.341206  4.506701e-05  30.0
  -0.466087  0.000000  0.369854  4.303156e-05  30.0
  -0.391658  0.000000  0.326882  4.376933e-05  30.0
  -0.360598  0.000000  0.323384  4.289733e-05  30.0
  -0.441277  0.000000  0.355530  4.361700e-05  30.0
  -0.497147  0.000000  0.373353  4.205630e-05  30.0
  -0.472337  0.000000  0.359029  4.626678e-05  30.0
  -0.503397  0.000000  0.362528  4.181738e-05  30.0
  -0.348098  0.000000  0.345034  3.977518e-05  30.0
  -0.478587  0.000000  0.348204  3.917313e-05  30.0
  -0.447527  0.000000  0.344705  4.154565e-05  30.0
  -0.422718  0.000000  0.330381  4.251151e-05  30.0
  -0.391658  0.000000  0.326882  4.081647e-05  30.0
  -0.310978  0.000000  0.294736  4.192555e-05  30.0
  -0.342038  0.000000  0.298234  4.399226e-05  30.0
  -0.416468  0.000000  0.341206  4.585745e-05  30.0
  -0.447527  0.000000  0.344705  4.073701e-05  30.0
  -0.472337  0.000000  0.359029  4.282666e-05  30.0
