# 3D Scattering Centers Reconstruction
# Model: aim-7
# Reference point: [0.0532, 0.0000, 0.0000] m
# Center angles (deg): 30   60   90  120  150
# Aperture: 10.0 deg
# Total centers: 150
#
# Columns: x(m)  y(m)  z(m)  amplitude  source_theta(deg)
  0.404351  0.000000  -0.938838  1.026620e-03  30.0
  0.485030  0.000000  -0.970984  1.201291e-03  30.0
  0.323671  0.000000  -0.906691  1.181448e-03  30.0
  0.242992  0.000000  -0.874545  1.049670e-03  30.0
  0.404351  0.000000  -0.938838  9.673407e-04  30.0
  0.323671  0.000000  -0.906691  9.594060e-04  30.0
  -1.084237  0.000000  -0.079401  9.466515e-04  30.0
  -1.003558  0.000000  -0.111548  9.577903e-04  30.0
  0.249242  0.000000  -0.863719  9.294294e-04  30.0
  0.329921  0.000000  -0.895866  1.069372e-03  30.0
  0.410601  0.000000  -0.928012  1.077689e-03  30.0
  0.491280  0.000000  -0.960159  1.051793e-03  30.0
  0.168562  0.000000  -0.831573  1.024044e-03  30.0
  0.249242  0.000000  -0.863719  8.799185e-04  30.0
  0.329921  0.000000  -0.895866  8.920004e-04  30.0
  0.410601  0.000000  -0.928012  9.171501e-04  30.0
  -1.096737  0.000000  -0.101052  8.213741e-04  30.0
  -1.016058  0.000000  -0.133198  8.103998e-04  30.0
  0.162312  0.000000  -0.842398  7.792947e-04  30.0
  0.242992  0.000000  -0.874545  9.299551e-04  30.0
  0.323671  0.000000  -0.906691  8.485990e-04  30.0
  0.404351  0.000000  -0.938838  8.504964e-04  30.0
  0.485030  0.000000  -0.970984  7.886258e-04  30.0
  0.236742  0.000000  -0.885370  7.647701e-04  30.0
  0.317421  0.000000  -0.917517  9.185784e-04  30.0
  0.398101  0.000000  -0.949663  7.933158e-04  30.0
  0.478780  0.000000  -0.981810  8.117004e-04  30.0
  0.087883  0.000000  -0.799426  7.696725e-04  30.0
  0.168562  0.000000  -0.831573  7.774384e-04  30.0
  0.242992  0.000000  -0.874545  7.961780e-04  30.0
  -1.232341  0.000000  0.051685  1.985548e-03  60.0
  -1.286138  0.000000  0.119865  2.257344e-03  60.0
  -1.178544  0.000000  -0.016494  2.067585e-03  60.0
  -1.243167  0.000000  0.045435  1.879917e-03  60.0
  -1.296964  0.000000  0.113615  2.249061e-03  60.0
  -1.189369  0.000000  -0.022744  2.028044e-03  60.0
  -1.243167  0.000000  0.045435  1.753335e-03  60.0
  -1.232341  0.000000  0.051685  1.753671e-03  60.0
  -1.135572  0.000000  -0.090924  1.746880e-03  60.0
  -1.253992  0.000000  0.039185  1.740113e-03  60.0
  -1.307789  0.000000  0.107365  1.877802e-03  60.0
  -1.296964  0.000000  0.113615  1.550537e-03  60.0
  -1.350761  0.000000  0.181794  1.864860e-03  60.0
  -1.339936  0.000000  0.188044  1.535154e-03  60.0
  -1.286138  0.000000  0.119865  1.723161e-03  60.0
  -1.189369  0.000000  -0.022744  1.515765e-03  60.0
  -1.243167  0.000000  0.045435  1.831138e-03  60.0
  -1.296964  0.000000  0.113615  1.748756e-03  60.0
  -1.168048  0.000000  -0.109674  1.518296e-03  60.0
  -1.114251  0.000000  -0.177853  1.411174e-03  60.0
  -1.350761  0.000000  0.181794  1.354387e-03  60.0
  -1.339936  0.000000  0.188044  1.391344e-03  60.0
  -1.393733  0.000000  0.256223  1.539236e-03  60.0
  -1.211020  0.000000  -0.035244  1.345994e-03  60.0
  -1.253992  0.000000  0.039185  1.535809e-03  60.0
  -1.200195  0.000000  -0.028994  1.406188e-03  60.0
  -1.157223  0.000000  -0.103424  1.402448e-03  60.0
